                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.88537,                 0.4853,                0.97114,                0.90314,                0.92076,                0.92361,                0.48444,                 1.6122,                0.70234,                 1.4803,             0.00016016,             0.00016016,             0.00016016
                    116,                0.88663,                0.45155,                0.97497,                0.90017,                0.91296,                0.92342,                0.46262,                 1.6545,                0.70893,                 1.5057,             0.00015237,             0.00015237,             0.00015237
                    117,                0.88068,                0.44339,                0.97512,                0.89635,                0.91735,                0.92258,                  0.469,                 1.6379,                0.69097,                 1.5042,             0.00014475,             0.00014475,             0.00014475
                    118,                  0.865,                0.43927,                 0.9538,                0.90755,                0.89894,                0.92255,                0.46905,                 1.6179,                 0.6888,                 1.4912,             0.00013732,             0.00013732,             0.00013732
                    119,                0.89713,                0.45917,                 1.0021,                 0.8934,                0.90727,                0.92077,                0.45873,                 1.6594,                 0.6956,                 1.5181,             0.00013007,             0.00013007,             0.00013007
                    120,                0.87812,                0.44687,                0.97486,                0.91662,                0.89419,                0.92422,                0.48635,                  1.581,                0.68102,                  1.449,             0.00012301,             0.00012301,             0.00012301
                    121,                0.91674,                0.45371,                0.96367,                0.90218,                0.89216,                0.91632,                0.47642,                 1.6054,                0.68994,                 1.4718,             0.00011614,             0.00011614,             0.00011614
                    122,                0.87343,                0.45247,                0.95574,                0.89341,                0.90732,                0.91886,                0.46308,                 1.6375,                0.70719,                 1.4882,             0.00010947,             0.00010947,             0.00010947
                    123,                0.88544,                0.43597,                0.96226,                0.89186,                0.92092,                0.92731,                0.48094,                 1.6024,                 0.6945,                 1.4741,             0.00010299,             0.00010299,             0.00010299
                    124,                 0.8894,                0.44023,                0.96173,                0.89821,                0.89792,                0.91751,                0.46032,                 1.6456,                0.70454,                 1.5071,             9.6721e-05,             9.6721e-05,             9.6721e-05
                    125,                0.86241,                0.44534,                0.97245,                0.89491,                0.89696,                 0.9208,                0.47478,                 1.6186,                0.69213,                 1.5044,             9.0652e-05,             9.0652e-05,             9.0652e-05
                    126,                0.86651,                0.43386,                0.98178,                0.90007,                 0.8986,                0.91892,                0.46436,                 1.6646,                0.70459,                  1.537,             8.4789e-05,             8.4789e-05,             8.4789e-05
                    127,                0.86569,                0.44013,                 0.9601,                0.90575,                0.90594,                0.91872,                0.48201,                 1.6054,                0.70154,                 1.4856,             7.9135e-05,             7.9135e-05,             7.9135e-05
                    128,                0.82478,                0.42086,                0.96093,                0.90884,                0.90305,                 0.9155,                 0.4646,                 1.6625,                0.71072,                 1.5328,             7.3692e-05,             7.3692e-05,             7.3692e-05
                    129,                0.85251,                0.43011,                0.94833,                0.91339,                0.90518,                0.91584,                0.47804,                 1.6258,                0.70156,                 1.5144,             6.8463e-05,             6.8463e-05,             6.8463e-05
                    130,                0.85777,                0.43456,                0.96002,                0.91721,                 0.9052,                0.92199,                0.48058,                 1.6075,                0.70238,                 1.4997,              6.345e-05,              6.345e-05,              6.345e-05
                    131,                0.86497,                0.43358,                0.98275,                0.90026,                0.90406,                 0.9164,                0.46583,                 1.6481,                0.71103,                 1.5273,             5.8655e-05,             5.8655e-05,             5.8655e-05
                    132,                0.81082,                0.42041,                  0.956,                0.91255,                 0.9113,                0.92688,                0.49845,                 1.5444,                0.68229,                 1.4582,             5.4081e-05,             5.4081e-05,             5.4081e-05
                    133,                0.84274,                0.44844,                0.96171,                0.91879,                0.90446,                0.92582,                0.48825,                 1.5611,                0.69049,                 1.4622,             4.9729e-05,             4.9729e-05,             4.9729e-05
                    134,                0.87582,                 0.4293,                0.95279,                0.91385,                 0.9043,                0.92571,                0.48571,                 1.5804,                0.69616,                 1.4748,             4.5601e-05,             4.5601e-05,             4.5601e-05
                    135,                0.83856,                0.41826,                0.96241,                0.91088,                0.90304,                0.92261,                0.48279,                 1.5951,                0.70328,                  1.489,               4.17e-05,               4.17e-05,               4.17e-05
                    136,                0.86847,                0.45704,                0.96556,                0.90776,                0.90206,                0.92195,                0.46758,                 1.6325,                0.71714,                 1.5147,             3.8026e-05,             3.8026e-05,             3.8026e-05
                    137,                0.80928,                0.41718,                0.93983,                0.89193,                0.91586,                0.92167,                0.48024,                 1.5954,                0.70714,                 1.4906,             3.4582e-05,             3.4582e-05,             3.4582e-05
                    138,                 0.8713,                0.43922,                0.96223,                 0.8952,                0.91353,                0.92282,                0.47606,                 1.5925,                0.70772,                 1.4903,             3.1369e-05,             3.1369e-05,             3.1369e-05
                    139,                0.82359,                0.41797,                0.94922,                0.89449,                0.91299,                0.92389,                0.47071,                  1.619,                0.71311,                 1.5046,             2.8388e-05,             2.8388e-05,             2.8388e-05
                    140,                0.85627,                0.45478,                 0.9711,                0.92621,                0.88852,                0.92865,                0.47733,                 1.5932,                0.70637,                 1.4849,              2.564e-05,              2.564e-05,              2.564e-05
                    141,                0.79994,                0.39737,                0.96619,                0.90189,                 0.9093,                0.92655,                0.47035,                 1.6062,                0.70838,                 1.4949,             2.3128e-05,             2.3128e-05,             2.3128e-05
                    142,                0.78474,                0.38038,                0.94542,                0.89885,                0.91126,                0.92689,                0.47021,                 1.6029,                 0.7069,                 1.4944,             2.0851e-05,             2.0851e-05,             2.0851e-05
                    143,                0.82279,                0.39153,                0.95909,                0.89779,                0.91244,                0.92742,                0.47174,                 1.6058,                0.70739,                 1.4973,             1.8811e-05,             1.8811e-05,             1.8811e-05
                    144,                0.77425,                0.38759,                0.93063,                 0.8982,                0.90979,                0.92735,                0.47397,                 1.6018,                0.70898,                 1.4942,              1.701e-05,              1.701e-05,              1.701e-05
                    145,                 0.7519,                 0.3786,                0.93852,                 0.8985,                0.91102,                0.92759,                0.47772,                 1.5938,                0.70575,                 1.4876,             1.5446e-05,             1.5446e-05,             1.5446e-05
                    146,                0.77081,                0.38963,                0.93095,                0.89889,                0.91063,                 0.9243,                0.47941,                 1.5842,                0.70563,                 1.4842,             1.4123e-05,             1.4123e-05,             1.4123e-05
                    147,                0.76915,                0.38733,                0.93389,                0.89731,                0.90819,                0.92358,                0.48327,                 1.5788,                0.70677,                 1.4848,             1.3039e-05,             1.3039e-05,             1.3039e-05
                    148,                0.79059,                0.39328,                0.94356,                0.91283,                0.89158,                0.92307,                0.47743,                 1.5917,                0.71347,                 1.4955,             1.2195e-05,             1.2195e-05,             1.2195e-05
